car_code,sub_code,make,model,spec,current_price,depreciation,down_payment,installment,coe,road_tax,omv,arf,fuel_economy,fuel_type,coe_incl
12901,8229,Volkswagen,Volkswagen Golf GTI,2.0 TSI DSG (A),253400,23000,101360,2188,105459,1194,38518,45925,6.4010,Petrol,True
12903,8238,CUPRA,CUPRA Leon,2.0 TSI DSG (A),250888,-,100355,2166,105459,1194,-,-,5.7010,Petrol,True
12904,8240,CUPRA,CUPRA Leon Sportstourer,2.0 TSI DSG (A),265888,24200,106355,2295,105459,1194,40078,48109,4.9010,Petrol,True
12914,8263,SEAT,SEAT Leon Mild Hybrid,1.5 TSI DSG FR (A),149888,14400,59955,1294,105459,684,24442,11219,8.5010,Petrol-Electric,True
12915,8264,SEAT,SEAT Leon Sportstourer Mild Hybrid,1.5 TSI DSG FR (A),160888,15500,64355,1389,105459,684,25274,12384,8.5010,Petrol-Electric,True
12916,9025,SKODA,SKODA Octavia Mild Hybrid,1.0 TSI e-TEC Style (A),170900,-,-,-,86000,390,-,-,,Lithium Ion,True
12918,8325,Hyundai,Hyundai Tucson,1.6 DCT Turbo 'S' Sunroof (A),200999,18600,80400,1735,105459,742,27794,30912,8.8010,Petrol,True
12919,8294,Mercedes-Benz,Mercedes-Benz EQC Electric,EQC400 4MATIC Electric Art 80 kWh (A),385888,35600,154355,3331,105459,4180,74198,60556,-,Electric,True
12919,8295,Mercedes-Benz,Mercedes-Benz EQC Electric,EQC400 4MATIC AMG Line 80 kWh (A),404888,36700,161955,3495,105459,4180,82486,76469,-,Electric,True
12922,8638,Nissan,Nissan Qashqai Mild Hybrid,1.3 Turbo Premium (A),168800,16300,67520,1457,105459,586,24712,11597,9.2010,Petrol-Electric,True
12922,8640,Nissan,Nissan Qashqai Mild Hybrid,1.3 Turbo Prestige (A),180800,17300,72320,1561,105459,586,28131,16383,9.2010,Petrol-Electric,True
12923,8684,Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid,C180 Avantgarde (A),297888,27400,119155,2572,105459,682,39572,47401,8.6010,Petrol-Electric,True
12923,8608,Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid,C180 AMG Line (A),305888,28100,122355,2641,105459,682,41562,50187,8.6010,Petrol-Electric,True
12923,8609,Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid,C200 Avantgarde (A),329888,29900,131955,2848,105459,682,50214,62385,7.3010,Petrol-Electric,True
12923,8704,Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid,C200 AMG Line (A),346888,31200,138755,2995,105459,682,54365,69857,7.3010,Petrol-Electric,True
12924,8740,Mercedes-Benz,Mercedes-Benz EQA Electric,EQA250 Progressive 66.5 kWh (A),302888,29100,121155,2615,105459,1736,53615,23507,-,Electric,True
12924,8735,Mercedes-Benz,Mercedes-Benz EQA Electric,EQA250 Electric Art 66.5 kWh (A),310888,29700,124355,2684,105459,1736,55967,27741,-,Electric,True
12924,8428,Mercedes-Benz,Mercedes-Benz EQA Electric,EQA250 AMG Line 66.5 kWh (A),320888,30700,128355,2770,105459,1736,56327,28389,-,Electric,True
12930,8992,Audi,Audi Q5 Sportback Mild Hybrid,2.0 TFSI qu S tronic Advanced [204hp] (A),321141,29600,128456,2772,105459,1194,41900,50660,7.3010,Petrol-Electric,True
12930,8318,Audi,Audi Q5 Sportback Mild Hybrid,2.0 TFSI qu S tronic Advanced [249hp] (A),343352,31400,137341,2964,105459,1194,47041,57857,6.3010,Petrol-Electric,True
12935,8326,Toyota,Toyota Camry Hybrid,2.5 Standard (A),197888,18700,79155,1708,105459,1784,31910,21674,8.5010,Petrol-Electric,True
12935,8327,Toyota,Toyota Camry Hybrid,2.5 Elegance (A),213888,20000,85555,1846,105459,1784,35711,26995,8.5010,Petrol-Electric,True
12936,8969,BMW,BMW i4 Gran Coupe Electric,eDrive40 M Sport 80.7 kWh (A),344888,-,137955,2977,105459,3242,-,-,-,Electric,True
12937,8802,BMW M Series,BMW M Series i4 M50 Gran Coupe Electric,80.7 kWh (A),418888,-,167555,3616,105459,5744,-,-,-,Electric,True
12947,8370,Honda,Honda Civic,1.5 VTEC Turbo (A),88999,-,-,-,86000,684,25889,28245,10.501,Petrol,False
12953,8670,BMW M Series,BMW M Series M240i Coupe,3.0 xDrive (A),356888,-,142755,3081,105459,2382,-,-,4.3010,Petrol,True
12954,8669,BMW,BMW 2 Series Coupe,220i M Sport (A),269888,24300,107955,2330,105459,1210,44666,54532,7.5010,Petrol,True
12955,8419,Hyundai,Hyundai Santa Fe Hybrid,1.6 Turbo 7-Seater (A),223999,20900,89600,1934,105459,742,37375,29325,8.9010,Petrol-Electric,True
12955,8420,Hyundai,Hyundai Santa Fe Hybrid,1.6 Turbo Sunroof 7-Seater  (A),231999,21400,92800,2003,105459,742,41957,35740,8.9010,Petrol-Electric,True
12956,8945,Volvo,Volvo V60 Cross Country Mild Hybrid,B5 Plus (A),283000,-,113200,2443,105459,1176,-,-,6.9010,Petrol-Electric,True
12957,8382,Volvo,Volvo S90 Mild Hybrid,B5 Inscription (A),264000,24400,105600,2279,105459,1176,33846,39384,6.9010,Petrol-Electric,True
12960,8825,Audi,Audi S8 Mild Hybrid,4.0 TFSI qu Tip (A),743080,-,297232,6415,105459,3942,-,-,3.8010,Petrol-Electric,True
12961,8631,Toyota,Toyota Alphard Hybrid,2.5 Elegance (A),309888,26900,123955,2675,105459,1792,60768,81382,10.501,Petrol-Electric,True
12962,8389,Volvo,Volvo XC60 Mild Hybrid,B5 R-Design (A),288000,26600,115200,2486,105459,1176,36706,43388,70100,Petrol-Electric,True
12963,8413,Volvo,Volvo V90 Cross Country Mild Hybrid,B5 (A),339000,31600,135600,2927,105459,1176,39246,46944,7.4010,Petrol-Electric,True
12966,8392,Porsche,Porsche Taycan Cross Turismo Electric,4 93.4 kWh (A),407158,-,-,-,105459,4962,120188,169414,-,Electric,False
12966,8393,Porsche,Porsche Taycan Cross Turismo Electric,4S 93.4 kWh (A),517558,-,-,-,105459,6057,-,-,-,Electric,False
12969,8559,Polestar,Polestar 2 Electric,Standard Range Single Motor 69 kWh (A),235000,23200,94000,2029,105459,1912,41477,5068,-,Electric,True
12969,8561,Polestar,Polestar 2 Electric,Long Range Dual Motor 78 kWh (A),277000,26200,110800,2391,105459,4180,56813,29263,-,Electric,True
12971,8400,Mercedes-Benz,Mercedes-Benz E-Class Coupe Mild Hybrid,E53 AMG 4MATIC+ (A),555888,-,222355,4799,105459,2384,-,-,4.4010,Petrol-Electric,True
12976,8407,Audi,Audi S3 Sedan,2.0 TFSI qu S tronic (A),323754,-,129502,2795,105459,1194,-,-,4.8010,Petrol,True
12979,8410,MG,MG 5 EV,Excite SW 50.3 kWh (A),73888,-,-,-,105459,1619,-,-,-,Electric,False
12979,8411,MG,MG 5 EV,Exclusive SW 61.1 kWh (A),79888,-,-,-,105459,1590,34433,0,-,Electric,False
12980,8412,Audi,Audi S3 Sportback,2.0 TFSI qu S tronic (A),321695,29600,128678,2777,105459,1194,42734,51828,4.8010,Petrol,True
12986,8976,Hyundai,Hyundai Tucson Hybrid,1.6 Turbo (A),203999,19300,81600,1761,105459,742,31904,21666,80100,Petrol-Electric,True
12991,8785,Land Rover,Land Rover Defender 110 Mild Hybrid,3.0 XS Edition 7-Seater (A),448999,39900,179600,3876,105459,2380,71158,100084,6.1010,Petrol-Electric,True
